J45.9,J30.4,{}
N91.1,K30.X,{}
Z94.1,I42.3,{}
Q40.9,Q27.3,{}
Q40.9,Q45.9,{}
I71.6,I72.1,{}
I71.6,Y60.5,{}
I71.6,I61.1,{}
I71.6,I71.5,{}
I71.6,C34.9,{}
S26.0,T81.5,{}
S26.0,K66.1,{}
S26.0,W34.X,{}
S26.0,S27.8,{}
L03.1,L08.8,{}
C76.1,C77.0,{}
M30.3,I72.1,{}
K25.3,K72.9,{}
K25.3,K76.6,{}
I77.9,I72.2,{}
I77.9,H90.0,{}
Q28.0,Q27.3,{}
C38.8,O99.4,{}
T66.X,D35.2,{}
T66.X,C48.8,{}
M79.7,I42.3,{}
R59.0,S14.3,{}
C83.3,I42.7,{}
C83.3,G93.4,{}
G03.X,D69.9,{}
S26.9,T81.5,{}
I31.8,C38.1,{}
G06.0,I33.0,{}
D61.9,E04.1,{}
K30.X,J46.X,{}
R10.0,K81.0,{}
K66.1,W34.X,{}
L92.8,T81.5,{}
I95.1,T82.3,{}
Z45.8,I67.9,{}
Z45.8,C56.X,{}
Y61.7,T81.5,{}
G81.9,I33.0,{}
I69.1,S02.9,{}
I30.1,I33.0,{}
I30.1,Z93.8,{}
G40.3,Q85.1,{}
G40.3,Z03.3,{}
G93.4,I42.7,{}
G93.4,J96.1,{}
G56.0,L50.9,{}
E30.1,E34.0,{}
O14.1,O82.1,{}
O14.1,O90.3,{}
K29.8,K92.8,{}
O26.9,Z35.9,{}
O26.9,Z35.2,{}
O26.9,O85.X,{}
W34.X,T81.5,{}
B96.1,I33.0,{}
J69.0,J68.0,{}
F41.9,Z03.5,{}
I67.4,D47.1,{}
I74.8,K55.0,{}
S27.8,S36.1,{}
S27.8,S29.8,{}
Q45.9,Q27.3,{}
R17.X,K72.9,{}
Z03.5,T81.5,{}
Z03.5,D38.3,{}
Z03.5,K76.0,{}
Z03.5,C91.0,{}
Z03.5,Z33.X,{}
Z03.5,Z53.0,{}
Z03.5,H54.0,{}
Z03.5,C18.9,{}
K57.9,K92.1,{}
E03.8,E07.9,{}
S36.1,S29.8,{}
K72.9,K76.6,{}
K76.6,K74.6,{}
K76.6,I85.9,{}
K76.6,J94.8,{}
I51.0,I33.0,{}
I70.4,T86.2,{}
I73.1,O90.3,{}
Q67.6,J09.X,{}
Q66.5,Q96.9,{}
I66.9,I33.0,{}
I67.7,I33.0,{}
C38.3,C34.9,{}
N83.2,R10.4,{}
N83.2,D35.2,{}
G82.2,R07.2,{}
L92.3,I33.0,{}
I42.7,C85.9,{}
O41.0,O82.1,{}
H40.8,I08.8,{}
K55.1,I70.2,{}
R04.0,I78.0,{}
R05.X,E21.0,{}
R05.X,C34.1,{}
P20.0,O68.0,{}
B24.X,I33.0,{}
D35.2,E21.0,{}
D35.2,C48.8,{}
I72.2,Q28.2,{}
C34.1,C41.2,{}
C34.9,J86.0,{}
C34.9,C41.2,{}
C34.9,C72.9,{}
C34.9,E11.1,{}
K57.3,I49.3,{}
K57.3,K29.1,{}
Z35.2,R00.2,{}
Z35.2,O99.4,{}
I47.9,R07.2,{}
E07.9,R00.2,{}
Z35.9,Q28.2,{}
J96.1,J98.8,{}
D81.8,Z29.1,{}
O82.1,O42.9,{}
G04.9,I33.0,{}
D68.0,I33.0,{}
I72.8,I33.0,{}
N20.9,E21.0,{}
N20.9,E04.1,{}
K90.0,J94.2,{}
C41.2,C72.9,{}
I28.0,I78.0,{}
I32.0,A18.8,{}
I49.3,I42.3,{}
J94.2,J86.0,{}
J94.2,K26.0,{}
C85.9,I33.0,{}
C85.9,D38.3,{}
C85.9,C38.1,{}
I85.9,K74.6,{}
I33.0,Q35.9,{}
I33.0,B96.5,{}
I33.0,T81.5,{}
I33.0,Q77.4,{}
I33.0,I01.8,{}
I33.0,I51.2,{}
I61.0,I42.3,{}
A16.5,J86.9,{}
G91.9,T81.5,{}
E21.0,E04.1,{}
T81.5,C91.0,{}
J86.0,E11.1,{}
C91.0,G62.8,{}
E11.1,K74.6,{}
C38.1,D38.3,{}
K26.0,K29.1,{}
C18.3,K74.6,{}
Q03.1,Q69.9,{}
