Name,ClusteringCoefficient,Eccentricity,NumberOfEdges,BetweennessCentrality,ClosenessCentrality,Degree,Highest Freq Group Number
H54.4,0.6785714285714286,3,8,4.146358223410287e-06,0.4818449460255152,8,3
J98.8,0.9642857142857143,3,8,2.6238273155210164e-07,0.48726430697982137,8,2
Z29.8,1.0,3,4,0.0,0.48105813193990854,4,3
I36.9,1.0,3,4,0.0,0.4779364049318624,4,3
IJ8.9,1.0,3,4,0.0,0.47685335059889933,4,3
Q03.1,1.0,3,4,0.0,0.48390275952693823,4,2
Q69.9,1.0,3,4,0.0,0.48390275952693823,4,2
E44.0,1.0,3,3,0.0,0.48090107737512244,3,3
J32.4,0.7307692307692307,3,13,1.3041271132679747e-06,0.48629910861670517,13,3
M10.0,0.6322751322751323,3,28,8.066457318191011e-05,0.49646107178968657,28,2
I73.1,0.775,3,16,3.286986903899358e-06,0.4926421404682274,16,2
I05.2,0.42920353982300885,3,113,0.0010492386315951528,0.5192104335565738,113,3
D36.8,1.0,3,4,0.0,0.4835850295469468,4,2
N20.9,0.5619047619047619,3,15,2.102226398886459e-05,0.4921483461409957,15,2
N76.0,0.6666666666666666,3,6,5.915071387045176e-07,0.47731691510045365,6,3
E07.9,0.8666666666666667,3,6,3.3821344589076813e-07,0.4846989141164857,6,2
C56.X,0.6714285714285714,3,21,2.1713510135819072e-05,0.498645903859174,21,2
I82.3,0.8571428571428571,3,8,2.2510959872599827e-07,0.48295081967213116,8,3
E11.2,0.3198879551820728,3,85,0.0003264055061204993,0.5111034004163775,85,3
K81.0,0.861904761904762,3,21,1.846736529841996e-06,0.49797160243407707,21,2
Z46.5,0.7111111111111111,3,10,1.2335909944316557e-06,0.4831092161364382,10,3
K35.0,0.803030303030303,3,12,6.512314270806546e-07,0.49083638787070977,12,2
J98.9,0.6842105263157895,3,19,6.408657883716949e-05,0.4983085250338295,19,2
Z01.2,0.7333333333333333,3,10,9.277544709430885e-07,0.3837936425221469,10,3
N00.9,0.6493506493506493,3,22,2.6823904750720937e-05,0.4954591321897074,22,3
Z40.0,1.0,3,4,0.0,0.4774716369529984,4,2
O04.5,1.0,3,4,0.0,0.48105813193990854,4,3
I82.9,0.6592741935483871,3,32,2.2298202098139807e-05,0.49898373983739835,32,2
N03.9,0.6176470588235294,3,17,0.00010427262779726753,0.4874255459960291,17,3
C18.9,0.782051282051282,3,13,2.078857029560623e-06,0.4928069588491134,13,2
B01.9,1.0,3,4,0.0,0.48105813193990854,4,3
Y41.5,1.0,3,4,0.0,0.48105813193990854,4,3
B34.4,0.8095238095238095,3,7,4.123091987255629e-07,0.48200261780104714,7,3
S37.3,0.5714285714285714,3,8,1.2593711874963644e-06,0.48390275952693823,8,3
C85.9,0.7205882352941176,3,17,8.0340949783719e-06,0.4905094905094905,17,2
Z01.5,0.5777777777777777,3,10,3.3386714807900295e-06,0.4324721080446271,10,3
L70.8,1.0,3,4,0.0,0.39533011272141705,4,3
E10.2,0.6691176470588235,3,17,8.003429681359157e-06,0.48920624377283295,17,3
E10.3,0.6470588235294118,3,17,5.600390293236234e-06,0.4879099039417025,17,3
N73.9,1.0,3,4,0.0,0.48137254901960785,4,3
I60.9,0.603448275862069,3,29,2.9135107073681913e-05,0.5025588536335721,29,2
I84.2,0.5714285714285714,3,7,4.654784225322282e-07,0.4815299117358614,7,3
C83.8,1.0,4,5,0.0,0.39206813947298375,5,3
I45.9,0.659919028340081,3,39,1.933599605814207e-05,0.49915282954930534,39,3
R99.X,0.7575757575757576,3,12,1.4914024649184794e-06,0.42400690846286704,12,3
Z08.0,1.0,4,4,0.0,0.37817715019255455,4,3
N28.0,0.496551724137931,3,30,3.0357263952240372e-05,0.4942953020134228,30,3
N20.0,0.3976470588235294,3,51,0.00030807261089275744,0.5027303754266211,51,3
M35.9,0.6198830409356725,3,19,1.7102551038617466e-05,0.4937981897418706,19,2
D75.1,0.7142857142857143,3,8,3.538589624447457e-07,0.48390275952693823,8,2
L93.0,0.7142857142857143,3,8,2.9332105308786082e-06,0.48216039279869066,8,3
E87.3,0.9,3,5,1.3177147242497458e-07,0.4812152891212022,5,3
Z00.4,1.0,3,3,0.0,0.48090107737512244,3,3
T65.8,0.6215986394557823,3,49,0.0001692580923813405,0.5044520547945206,49,3
I61.9,0.7672672672672672,3,37,2.6911974256438078e-05,0.5035897435897436,37,3
B19.9,1.0,3,4,0.0,0.39650067294751007,4,3
E10.7,0.6470588235294118,3,18,7.695904323606113e-06,0.4905094905094905,18,3
Z35.8,1.0,3,4,0.0,0.48216039279869066,4,2
E11.7,0.4641943734015345,3,69,0.0001508094966956708,0.5082815734989649,69,3
B00.9,0.8666666666666667,3,6,1.8118577458434007e-07,0.4815299117358614,6,3
E78.1,0.5487588652482269,3,48,0.00023730548225746553,0.5046248715313464,48,2
P95.X,0.6666666666666666,3,7,1.6522752745729006e-06,0.47840207859694706,7,3
Z93.0,0.5097560975609756,3,41,6.997090967963095e-05,0.5008500510030602,41,2
K76.1,0.8571428571428571,3,8,1.9477338741163482e-07,0.48807157057654077,8,2
E05.9,0.7035573122529645,3,23,1.567509214424004e-05,0.497803311929706,23,2
E79.8,1.0,3,4,0.0,0.4774716369529984,4,3
K35.9,1.0,3,4,0.0,0.4812152891212022,4,3
B24.X,0.6619047619047619,3,21,9.001581911570802e-06,0.4944612286002014,21,2
T50.9,0.6263736263736264,3,14,1.0100215052327249e-05,0.4921483461409957,14,3
N02.7,0.8333333333333334,3,9,4.7177603071406884e-07,0.4823182711198428,9,3
Y60.6,0.9777777777777777,3,10,1.6471434053121822e-08,0.4845394736842105,10,3
Z93.6,0.675,3,16,4.39128010986287e-06,0.48422090729783035,16,3
N13.7,0.65,3,16,8.105978140752285e-06,0.4879099039417025,16,3
E03.8,0.7575757575757576,3,12,3.860653743780341e-06,0.4888815134417524,12,2
N93.0,1.0,3,4,0.0,0.4812152891212022,4,3
A18.1,0.7424242424242424,3,12,8.051162234092455e-06,0.49198396793587174,12,2
D25.9,0.6473118279569893,3,31,2.4411983429196222e-05,0.5027303754266211,31,2
A15.5,1.0,3,2,0.0,0.48074412532637073,2,3
J30.1,1.0,3,2,0.0,0.4765448075056616,2,3
A15.9,1.0,3,4,0.0,0.4812152891212022,4,3
J15.9,0.6086021505376344,3,31,0.0003055742226880504,0.501532175689479,31,2
M75.5,0.8,4,6,5.852316191211263e-07,0.3998371335504886,6,3
E16.0,0.7636363636363637,3,11,4.190874732762186e-05,0.48758689175769615,11,2
E04.1,0.6,3,15,2.0951486717301584e-05,0.49116372124041346,15,2
A16.9,0.7619047619047619,3,7,5.289237034582785e-07,0.488395225464191,7,2
N01.7,0.6900584795321637,3,19,5.703740174693524e-06,0.4893687707641196,19,3
Q52.9,0.8666666666666667,3,6,1.1487769390895221e-07,0.48137254901960785,6,3
Z22.3,1.0,3,2,0.0,0.4765448075056616,2,3
E83.1,0.8095238095238095,3,7,1.5918174398168728e-07,0.4856577645895153,7,3
C81.9,0.8444444444444444,3,10,7.262126712034178e-07,0.48807157057654077,10,2
I15.8,0.5029239766081871,3,19,9.83733105737429e-06,0.48645970937912814,19,3
I34.8,0.9583333333333334,3,16,1.238329137111607e-07,0.4905094905094905,16,2
C34.8,0.780952380952381,3,15,5.614408129453658e-06,0.4921483461409957,15,2
O26.9,0.6476190476190476,3,15,5.559267476850299e-06,0.48904382470119523,15,2
I65.0,0.8611111111111112,3,9,6.746001210377199e-06,0.4823182711198428,9,3
I77.8,0.535483870967742,3,31,3.0188600377113933e-05,0.4957926624032312,31,3
D58.2,1.0,3,4,0.0,0.48105813193990854,4,3
R71.X,1.0,3,4,0.0,0.3945888025716582,4,3
I51.8,0.7109243697478992,3,35,1.0333531791935434e-05,0.501361470388019,35,2
K59.3,1.0,4,3,0.0,0.3753822629969419,3,3
K74.6,0.6017316017316018,3,22,2.3879320596551967e-05,0.4957926624032312,22,2
C18.3,0.7727272727272727,3,12,1.60546371523008e-06,0.4905094905094905,12,2
D70.X,0.40615384615384614,3,26,3.3937751998824814e-05,0.49181969949916526,26,3
D72.8,0.7142857142857143,3,7,2.974716065027233e-06,0.4815299117358614,7,3
N91.2,1.0,3,4,0.0,0.4812152891212022,4,3
I67.1,0.6467236467236467,3,27,1.2864685902019668e-05,0.49646107178968657,27,2
G45.8,1.0,3,4,0.0,0.4812152891212022,4,3
A16.0,1.0,3,4,0.0,0.4812152891212022,4,3
N13.1,0.9,3,5,1.5891312015822546e-07,0.4824762528660334,5,3
E24.8,0.7523809523809524,3,15,4.0818089087620876e-06,0.48823334438183624,15,3
T45.0,0,4,1,0.0,0.3884493670886076,1,3
O85.X,1.0,3,7,0.0,0.4871031746031746,7,2
F33.2,0.7878787878787878,3,12,3.5587629636589897e-06,0.49330207635632956,12,2
N13.8,0.7333333333333333,3,10,1.981429644562331e-06,0.48390275952693823,10,3
N06.8,0.6,3,15,5.1219922285208715e-06,0.4859782250082481,15,3
M79.7,0.5476923076923077,3,26,3.29112837570005e-05,0.4983085250338295,26,2
M35.1,0.7573529411764706,3,17,3.624026800241892e-06,0.4934673366834171,17,2
R73.9,0.7333333333333333,3,6,3.581631613832717e-07,0.4815299117358614,6,3
G04.9,1.0,3,6,0.0,0.4856577645895153,6,2
N12.X,0.455026455026455,3,28,9.86997836976937e-05,0.488395225464191,28,3
I36.0,0.8300653594771242,3,18,7.838704885500432e-07,0.4903462050599201,18,2
I72.4,0.6517647058823529,3,51,0.00020974156739031108,0.5049708604730888,51,3
E14.9,0.45068027210884354,3,49,0.00016928216588857204,0.5039343140608964,49,2
D68.8,0.9523809523809523,3,7,5.7650019185926385e-08,0.48200261780104714,7,3
E87.4,0.7619047619047619,3,7,5.753036501859677e-07,0.4856577645895153,7,3
N04.5,1.0,3,4,0.0,0.47778138177100227,4,3
D13.9,1.0,3,4,0.0,0.42001710863986313,4,3
R60.9,1.0,3,4,0.0,0.48105813193990854,4,3
R06.0,0.803030303030303,3,12,8.366741118336745e-06,0.4928069588491134,12,2
B95.7,0.5303030303030303,3,12,1.5318960407215258e-05,0.48904382470119523,12,3
I67.9,0.7904761904761904,3,15,1.1787394919606726e-06,0.49363270777479895,15,2
I06.2,0.6144393241167435,3,63,0.00044306382477316957,0.5084570245081118,63,3
N36.0,0.9047619047619048,3,7,3.1737944197380285e-07,0.4816873773708306,7,3
F41.9,0.8571428571428571,3,8,4.1013421447159827e-07,0.48678122934567086,8,2
Q64.3,1.0,3,3,0.0,0.48090107737512244,3,3
Q28.8,1.0,3,4,0.0,0.4818449460255152,4,3
Y54.8,0.8333333333333334,3,9,6.787784176825138e-07,0.48501810997695094,9,3
E66.8,0.7291666666666666,3,33,0.00021463911740274657,0.502902014339365,33,2
K51.9,0.7619047619047619,3,7,1.7590397805951687e-06,0.48807157057654077,7,2
D69.9,0.8095238095238095,3,7,8.239618949270214e-07,0.48533772652388796,7,2
H91.8,1.0,3,3,0.0,0.48090107737512244,3,3
N81.1,0.8571428571428571,3,7,1.5523099099545866e-06,0.48295081967213116,7,3
N16.5,1.0,3,4,0.0,0.48105813193990854,4,3
E26.0,0.48947368421052634,3,20,1.4154708387994948e-05,0.48904382470119523,20,3
N07.X,1.0,3,4,0.0,0.48105813193990854,4,3
N11.0,0.9,3,5,1.1530003837185277e-07,0.48137254901960785,5,3
E80.4,1.0,3,4,0.0,0.47824675324675325,4,3
K74.1,1.0,3,4,0.0,0.47824675324675325,4,3
N18.8,1.0,3,4,0.0,0.4774716369529984,4,3
E87.0,0.672514619883041,3,19,7.743328657285208e-06,0.4921483461409957,19,2
B44.9,1.0,3,4,0.0,0.4812152891212022,4,3
R64.X,1.0,3,3,0.0,0.47700777202072536,3,3
T81.3,0.8791208791208791,3,14,2.244079148503348e-07,0.4903462050599201,14,2
I07.0,0.8575498575498576,3,27,2.8768008039605648e-06,0.49797160243407707,27,3
I51.5,0.3104535014155227,3,194,0.0020743132549490275,0.5346642468239564,194,3
I20.9,0.42506887052341596,3,121,0.000691380486021789,0.5203108442246556,121,3
C34.0,0.8571428571428571,3,8,2.4867125540415374e-07,0.48726430697982137,8,2
B00.0,0.7619047619047619,3,7,1.3598201863029723e-06,0.4861386138613861,7,3
I45.0,0.9057971014492754,3,24,7.271874300570869e-07,0.49363270777479895,24,3
I73.0,0.7472527472527473,3,14,6.642176838130533e-06,0.4901830282861897,14,2
A16.5,0.8,3,10,2.5676507285593606e-06,0.48904382470119523,10,2
H91.9,1.0,3,5,0.0,0.4816873773708306,5,3
O11.X,0.8666666666666667,3,6,4.3094151907871326e-07,0.4774716369529984,6,3
K72.9,0.5846153846153846,3,26,2.894878138011956e-05,0.49662845583277143,26,2
I71.1,0.8833333333333333,3,16,6.325265369769619e-07,0.4914914914914915,16,2
H53.8,0.7333333333333333,3,6,6.142014742475203e-07,0.47778138177100227,6,3
B97.6,1.0,3,4,0.0,0.48105813193990854,4,3
Z9.2,1.0,3,4,0.0,0.48216039279869066,4,2
N03.4,0.8095238095238095,3,7,1.5532703890948468e-06,0.4818449460255152,7,3
K90.0,1.0,3,4,0.0,0.48342632097144733,4,2
A63.0,1.0,3,4,0.0,0.48105813193990854,4,3
I39.1,0.8214285714285714,3,8,1.283098973277258e-07,0.4173986965145934,8,2
E63.9,0.7142857142857143,3,8,4.1678019818593404e-07,0.416219270980503,8,3
C81.7,1.0,3,4,0.0,0.48105813193990854,4,2
N15.8,0.7222222222222222,3,9,6.497837179757163e-05,0.48326771653543305,9,3
I78.0,0.8416666666666667,3,16,2.0683778957247162e-06,0.4934673366834171,16,2
Y83.8,1.0,3,2,0.0,0.47623666343355964,2,3
D54.9,0.7272727272727273,3,11,2.038769714146924e-06,0.4859782250082481,11,3
I46.X,0.9523809523809523,3,7,1.0980956035414549e-08,0.4060088202866593,7,3
E21.2,0.8666666666666667,3,6,6.303068764327952e-07,0.4816873773708306,6,3
I06.0,0.6164912280701754,3,76,0.0003349268950496912,0.5103950103950103,76,3
R73.0,0.6911764705882353,3,17,4.192342581728992e-06,0.4901830282861897,17,2
I67.8,0.5468926553672316,3,60,6.904639569621382e-05,0.5051440329218106,60,3
I83.0,0.8095238095238095,3,7,4.353723496530003e-08,0.48216039279869066,7,2
A18.8,0.6842105263157895,3,19,1.2492001605254986e-05,0.49662845583277143,19,2
I32.0,0.9047619047619048,3,7,7.463263567517956e-08,0.4856577645895153,7,2
J46.X,0.6666666666666666,3,7,1.1056859012416857e-06,0.4831092161364382,7,2
J44.9,0.40145839576465886,3,142,0.001530952310166611,0.524759529747061,142,3
C38.1,0.7435897435897436,3,13,5.826392391128277e-06,0.488395225464191,13,2
M06.9,0.6092307692307692,3,26,3.7228871243473176e-05,0.49662845583277143,26,2
G11.1,1.0,3,3,0.0,0.48200261780104714,3,2
X95.X,0.6190476190476191,3,7,3.503612514250287e-06,0.48011734028683184,7,3
I71.5,0.9444444444444444,3,9,5.995601995336344e-08,0.484380138112463,9,3
B20.7,1.0,3,4,0.0,0.4780915287244401,4,3
E85.9,0.7777777777777778,3,10,7.91314847396581e-07,0.4845394736842105,10,2
I80.3,0.8666666666666667,3,15,6.821186135310195e-07,0.49132755170113407,15,2
I08.8,0.8846153846153846,3,13,6.213595451748485e-06,0.48953140578265203,13,2
I08.3,0.7507936507936508,3,36,1.4892737730697885e-05,0.5011908812521265,36,3
I22.1,0.8984615384615384,3,26,2.5206879576276765e-06,0.49696356275303644,26,3
G62.9,0.6483516483516484,3,14,9.411414427030145e-06,0.4893687707641196,14,2
J80.X,0.6079734219269103,3,43,4.9189644984210056e-05,0.5054907343857241,43,2
J84.9,0.6306620209059234,3,42,5.39328742106664e-05,0.5034176349965823,42,2
O36.8,1.0,3,4,0.0,0.4090530408219939,4,2
108,1.0,3,4,0.0,0.41191275167785235,4,2
N04.8,0.6666666666666666,3,12,9.337616565823224e-06,0.48533772652388796,12,3
A41.8,1.0,3,4,0.0,0.47685335059889933,4,3
H54.0,0.7857142857142857,3,8,4.6494449010039274e-07,0.4846989141164857,8,2
K80.1,0.6444444444444445,3,10,2.861457724967573e-06,0.4874255459960291,10,3
G45.9,0.7127882599580713,3,54,4.659132054775492e-05,0.5065337001375516,54,3
O99.5,1.0,4,4,0.0,0.3731948315176083,4,3
S31.8,1.0,3,4,0.0,0.4835850295469468,4,2
Z93.1,0.8571428571428571,3,8,9.346482524592213e-07,0.48295081967213116,8,3
O31.8,0.9333333333333333,3,6,4.8547384577622215e-08,0.4815299117358614,6,3
E66.0,0.8666666666666667,3,6,1.9864614276627138e-07,0.4861386138613861,6,2
J84.8,0.5113968439509059,3,59,0.00019159292202984948,0.5063595737366793,59,3
J84.1,0.5564935064935065,3,56,0.0005210223720825125,0.5084570245081118,56,2
R16.1,1.0,3,4,0.0,0.3605875152998776,4,3
S02.0,1.0,4,4,0.0,0.3891677675033025,4,3
E05.0,0.6428571428571429,3,8,8.635370835717646e-06,0.48501810997695094,8,2
G72.3,0.6,3,5,1.1679731570933015e-06,0.47840207859694706,5,3
G44.8,1.0,3,4,0.0,0.4845394736842105,4,2
M87.8,1.0,3,5,0.0,0.4815299117358614,5,3
D68.1,1.0,3,4,0.0,0.42315426601551276,4,3
Q28.2,0.7142857142857143,3,8,1.5776001725953593e-06,0.4861386138613861,8,2
I72.2,0.7692307692307693,3,13,4.039224346958797e-06,0.4905094905094905,13,2
I72.8,0.8484848484848485,3,12,8.988766731461052e-07,0.4888815134417524,12,2
I07.2,0.8379446640316206,3,23,1.595597447474691e-06,0.49363270777479895,23,3
I67.0,0.9523809523809523,3,7,1.6182461525874073e-08,0.4818449460255152,7,2
C16.9,1.0,4,3,0.0,0.3690804309696818,3,3
B37.3,0.6190476190476191,3,7,1.5856500515138609e-06,0.4776264591439689,7,3
I74.8,0.7142857142857143,3,7,6.470035766274203e-07,0.47996089931573804,7,3
O82.2,1.0,3,4,0.0,0.47731691510045365,4,3
N03.6,1.0,3,4,0.0,0.4812152891212022,4,3
Z72.0,1.0,3,4,0.0,0.48342632097144733,4,2
E78.6,1.0,3,4,0.0,0.48342632097144733,4,2
Y45.1,0.8095238095238095,3,7,3.1174251798006057e-07,0.4794921875,7,3
I08.0,0.7966386554621848,3,35,1.0658308391859875e-05,0.5022161609273781,35,2
K04.6,1.0,3,4,0.0,0.4818449460255152,4,3
K70.3,0.8611111111111112,3,9,3.9567429719384e-06,0.48904382470119523,9,2
I36.2,1.0,3,4,0.0,0.47871303217419564,4,3
I08.2,0.7272727272727273,3,45,2.4464064972730946e-05,0.5049708604730888,45,3
J30.4,0.5916666666666667,3,16,9.31405931736239e-06,0.4928069588491134,16,2
Z93.8,0.8095238095238095,3,7,3.2670087712851066e-07,0.483743842364532,7,2
K52.1,1.0,3,5,0.0,0.4812152891212022,5,3
J15.1,1.0,4,4,0.0,0.3598827266064012,4,3
B59.X,0.7142857142857143,3,7,1.437588569559525e-06,0.48279252704031467,7,3
R07.3,1.0,3,5,0.0,0.4858179419525066,5,2
S27.2,0.7333333333333333,3,6,1.3778689221067644e-06,0.47824675324675325,6,3
S21.1,1.0,3,4,0.0,0.4766990291262136,4,3
A17.9,1.0,3,4,0.0,0.48533772652388796,4,2
K92.2,0.7142857142857143,3,22,5.432287217490813e-06,0.49713128585892674,22,2
E85.4,0.48902439024390243,3,41,7.257144484654894e-05,0.4993220338983051,41,3
J15.6,1.0,3,4,0.0,0.47886866059817945,4,3
R47.1,1.0,3,4,0.0,0.4845394736842105,4,2
K65.8,0.7333333333333333,3,6,5.587294164263851e-07,0.4108786610878661,6,3
K76.9,0.7142857142857143,3,7,1.7850083219248683e-07,0.48043052837573386,7,3
H34.2,1.0,3,4,0.0,0.48216039279869066,4,2
C41.4,1.0,3,4,0.0,0.48105813193990854,4,3
N95.1,0.9333333333333333,3,6,1.0248892299720246e-07,0.4816873773708306,6,3
R63.4,0.6923076923076923,3,14,6.485890749543845e-06,0.48985700033255736,14,2
I20.1,0.7063492063492064,3,36,2.8069073953910184e-05,0.49814000676361175,36,2
L02.0,1.0,4,2,0.0,0.3369938229238161,2,3
K46.0,0.8571428571428571,3,7,6.918002302311166e-07,0.4816873773708306,7,3
I46.5,1.0,3,2,0.0,0.3940609951845907,2,3
Y92.1,0.8928571428571429,3,8,1.6468314840186605e-07,0.48953140578265203,8,2
I47.9,0.8846153846153846,3,13,9.621554875938549e-07,0.48920624377283295,13,2
E74.3,0.7402597402597403,3,22,4.844243577025424e-06,0.4931369266822899,22,2
N05.6,1.0,3,4,0.0,0.48726430697982137,4,2
J01.9,1.0,3,4,0.0,0.48501810997695094,4,2
Z92.1,0.8571428571428571,3,8,1.6972532666813383e-07,0.48326771653543305,8,3
Q60.2,1.0,3,4,0.0,0.48105813193990854,4,3
C50.9,0.9477124183006536,3,18,2.8178180924932507e-07,0.49662845583277143,18,2
I20.3,1.0,3,4,0.0,0.4818449460255152,4,2
H20.9,1.0,3,4,0.0,0.4812152891212022,4,3
D75.9,1.0,4,4,0.0,0.3484740951029099,4,3
N93.8,0.75,3,9,4.450704504763196e-06,0.48533772652388796,9,3
E88.9,0.7575757575757576,3,12,2.2129982441012423e-06,0.48774834437086095,12,2
E06.3,0.9333333333333333,3,6,2.5569372429343513e-07,0.4871031746031746,6,2
N06.7,0.5818181818181818,3,11,3.707913530004463e-06,0.4826343381389253,11,3
N87.9,1.0,3,3,0.0,0.4766990291262136,3,3
Z53.9,1.0,3,3,0.0,0.4766990291262136,3,3
I22.0,0.8658008658008658,3,22,1.787340628857137e-06,0.4923128342245989,22,3
D53.1,0.7619047619047619,3,7,4.4825179689484373e-07,0.48758689175769615,7,2
N05.X,0.8095238095238095,3,7,1.2993571379771346e-05,0.48501810997695094,7,2
N91.1,1.0,3,4,0.0,0.40893947806774017,4,3
K30.X,0.6666666666666666,3,7,4.3846079177500426e-05,0.48807157057654077,7,2
I85.0,0.7714285714285715,3,15,9.467638795089702e-06,0.4931369266822899,15,2
I20.8,0.5266323024054983,3,97,0.00046726401204148896,0.5161177295024527,97,3
T81.2,0.7142857142857143,3,7,6.770064728225156e-07,0.47918022121014964,7,2
G93.6,0.7142857142857143,3,8,3.359532711333658e-06,0.485497692814766,8,3
Q43.1,1.0,3,4,0.0,0.48342632097144733,4,2
I38.X,1.0,3,4,0.0,0.47840207859694706,4,3
I74.4,0.792022792022792,3,27,2.7003503362697006e-06,0.5010204081632653,27,2
T81.6,1.0,4,4,0.0,0.4001629991850041,4,3
F41.1,0.9111111111111111,3,10,2.5024296937910015e-07,0.49116372124041346,10,2
S72.0,0.8571428571428571,3,8,1.4100758673462665e-06,0.48855721393034823,8,2
C34.1,0.7470355731225297,3,23,1.3407541124239456e-05,0.49595959595959593,23,2
E28.3,1.0,3,4,0.0,0.48390275952693823,4,3
I71.4,0.4436198721913008,3,99,0.0005304573067848496,0.515034965034965,99,3
D68.9,1.0,3,5,0.0,0.4815299117358614,5,3
J32.9,0.6538461538461539,3,13,4.588082122742473e-06,0.491,13,2
N00.3,0.8095238095238095,3,7,2.8196013098164695e-06,0.4816873773708306,7,3
I71.6,0.5445378151260504,3,35,0.0001366615976936825,0.49898373983739835,35,2
N07.2,1.0,3,3,0.0,0.4776264591439689,3,3
S15.2,1.0,3,4,0.0,0.4812152891212022,4,3
C74.9,0.6060606060606061,3,12,4.62568289388988e-06,0.4888815134417524,12,2
I35.8,0.8405797101449275,3,24,1.583953430012618e-05,0.49612664196699224,24,2
D48.6,0.6785714285714286,3,8,1.436076819563222e-05,0.4848584595128374,8,2
Q62.0,1.0,4,3,0.0,0.3891677675033025,3,3
Y44.0,0.7948717948717948,3,13,1.2266929084943688e-06,0.4859782250082481,13,3
M31.3,0.4386473429951691,3,46,0.0001143890080912802,0.5017029972752044,46,3
A02.0,1.0,3,4,0.0,0.48342632097144733,4,2
M08.9,1.0,4,4,0.0,0.367148554336989,4,3
S73.1,0.9333333333333333,3,6,2.8825009592963193e-08,0.4815299117358614,6,3
K35.1,1.0,3,3,0.0,0.48326771653543305,3,2
H33.0,1.0,3,4,0.0,0.47685335059889933,4,3
G93.5,0.75,3,8,6.419713935808518e-05,0.484380138112463,8,2
I62.9,1.0,4,4,0.0,0.37338403041825097,4,3
M05.2,0.7636363636363637,3,11,1.1108482633168467e-06,0.48295081967213116,11,3
Q51.5,1.0,3,4,0.0,0.4771622934888241,4,3
M45.X,0.8571428571428571,3,8,3.921527504356316e-07,0.4896941489361702,8,2
M00.9,0.8727272727272727,3,11,2.2923633125735694e-06,0.4929718875502008,11,2
K58.9,0.9285714285714286,3,8,7.686996675037477e-08,0.4893687707641196,8,2
C53.9,0.8076923076923077,3,13,1.795470891370709e-06,0.4916555407209613,13,2
K72.1,0.9005847953216374,3,19,3.887727338487382e-07,0.4954591321897074,19,2
G43.9,1.0,3,4,0.0,0.48342632097144733,4,2
J12.1,0.8666666666666667,4,6,8.555218175349472e-07,0.36926548007019305,6,3
Z94.2,1.0,4,4,0.0,0.36825,4,3
K12.1,0.7857142857142857,3,8,9.117351089934345e-07,0.48295081967213116,8,3
D59.2,1.0,3,4,0.0,0.4824762528660334,4,2
I67.4,0.7090909090909091,3,11,3.417030752434884e-06,0.48678122934567086,11,2
R52.0,1.0,3,2,0.0,0.4765448075056616,2,3
C34.9,0.5227272727272727,3,33,0.00029523445256021794,0.49746707193515705,33,2
E11.1,0.6666666666666666,3,12,2.3025563589278057e-06,0.48985700033255736,12,2
K85.0,0.7272727272727273,3,11,6.22312580449013e-06,0.49132755170113407,11,2
K31.8,0.8363636363636363,3,11,7.730577807364808e-06,0.4914914914914915,11,2
K44.9,0.7210526315789474,3,20,6.0664244972908045e-06,0.4944612286002014,20,2
C38.3,0.8076923076923077,3,13,4.207726260799512e-06,0.48855721393034823,13,2
B23.8,1.0,3,4,0.0,0.4812152891212022,4,3
C77.0,0.8666666666666667,3,6,1.567059216156002e-06,0.48390275952693823,6,2
D75.2,1.0,3,6,0.0,0.4869421487603306,6,2
I09.8,1.0,3,13,0.0,0.4869421487603306,13,2
I87.8,1.0,3,4,0.0,0.4779364049318624,4,3
Q10.5,1.0,3,4,0.0,0.4779364049318624,4,3
D18.0,0.6727272727272727,3,11,2.465167393956585e-06,0.4869421487603306,11,2
I24.2,1.0,3,4,0.0,0.48279252704031467,4,2
C92.1,0.8571428571428571,3,7,2.1106131545973575e-07,0.4879099039417025,7,2
Z96.6,0.9047619047619048,3,7,7.104975337508765e-08,0.4858179419525066,7,2
E27.4,1.0,3,4,0.0,0.48279252704031467,4,2
B95.0,1.0,3,4,0.0,0.4818449460255152,4,3
K85.1,0.9523809523809523,3,7,4.677126075161164e-08,0.48342632097144733,7,3
G62.2,1.0,3,7,0.0,0.4896941489361702,7,2
F10.2,0.6666666666666666,3,10,1.1337029273632619e-05,0.48662041625371655,10,2
F12.2,1.0,3,4,0.0,0.47685335059889933,4,3
D21.9,1.0,3,4,0.0,0.47840207859694706,4,3
D80.0,1.0,3,4,0.0,0.483743842364532,4,2
N03.3,1.0,3,4,0.0,0.4815299117358614,4,3
K26.0,0.8351648351648352,3,14,1.6004504704471433e-06,0.49198396793587174,14,2
K29.1,0.5047619047619047,3,21,1.971788345050731e-05,0.4941294867494129,21,2
K22.6,1.0,3,4,0.0,0.48200261780104714,4,3
N30.0,0.8571428571428571,3,8,2.8924279577139866e-07,0.4846989141164857,8,3
C92.9,0.9523809523809523,3,7,3.940188405605507e-08,0.48726430697982137,7,2
D80.X,1.0,3,3,0.0,0.48105813193990854,3,3
T83.1,1.0,3,4,0.0,0.47685335059889933,4,3
13.3,1.0,3,4,0.0,0.3915470494417863,4,3
R07.1,0.8952380952380953,3,15,3.035410242019164e-07,0.4903462050599201,15,2
I46.9,1.0,3,3,0.0,0.48326771653543305,3,2
M06.1,0.5060483870967742,3,32,8.880024340917913e-05,0.5005096839959225,32,2
